ID,Category,Title,Learning_Objective,Suggested_Activity,Code_Template,Source,Difficulty,Estimated_Time_Min
104,Support: Mom,Support: Mom — Lesson 8,"Learn/apply: Gratitude, emotional balance, practical help, boundaries, shared healing.","Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",sms_reminder.py,Support_Me_Handbook_Mom.docx,Easy,25
105,Support: Mom,Support: Mom — Lesson 9,"Learn/apply: Gratitude, emotional balance, practical help, boundaries, shared healing.","Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",notion_sync_stub.py,Support_Me_Handbook_Mom.docx,Medium,5
106,Support: Mom,Support: Mom — Lesson 10,"Learn/apply: Gratitude, emotional balance, practical help, boundaries, shared healing.","Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",google_sheets_export.py,Support_Me_Handbook_Mom.docx,Medium,10
107,Support: Mom,Support: Mom — Lesson 11,"Learn/apply: Gratitude, emotional balance, practical help, boundaries, shared healing.","Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",progress_chart.py,Support_Me_Handbook_Mom.docx,Hard,15
108,Support: Mom,Support: Mom — Lesson 12,"Learn/apply: Gratitude, emotional balance, practical help, boundaries, shared healing.","Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",telegram_bot.py,Support_Me_Handbook_Mom.docx,Easy,20
109,Support: Friends & Best Friends,Support: Friends & Best Friends — Lesson 1,"Learn/apply: Emotional support, inclusion, practical help, joy, boundaries.","Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",daily_digest.py,Support_Me_Handbook_Friends.docx; Support_Me_Handbook_BestFriends.docx,Medium,25
110,Support: Friends & Best Friends,Support: Friends & Best Friends — Lesson 2,"Learn/apply: Emotional support, inclusion, practical help, joy, boundaries.","Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",quiz_cli.py,Support_Me_Handbook_Friends.docx; Support_Me_Handbook_BestFriends.docx,Medium,5
111,Support: Friends & Best Friends,Support: Friends & Best Friends — Lesson 3,"Learn/apply: Emotional support, inclusion, practical help, joy, boundaries.","Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",spaced_repetition.py,Support_Me_Handbook_Friends.docx; Support_Me_Handbook_BestFriends.docx,Hard,10
112,Support: Friends & Best Friends,Support: Friends & Best Friends — Lesson 4,"Learn/apply: Emotional support, inclusion, practical help, joy, boundaries.","Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",habit_tracker.py,Support_Me_Handbook_Friends.docx; Support_Me_Handbook_BestFriends.docx,Easy,15
113,Support: Friends & Best Friends,Support: Friends & Best Friends — Lesson 5,"Learn/apply: Emotional support, inclusion, practical help, joy, boundaries.","Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",symptom_tracker_flask.py,Support_Me_Handbook_Friends.docx; Support_Me_Handbook_BestFriends.docx,Medium,20
114,Support: Friends & Best Friends,Support: Friends & Best Friends — Lesson 6,"Learn/apply: Emotional support, inclusion, practical help, joy, boundaries.","Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",sms_reminder.py,Support_Me_Handbook_Friends.docx; Support_Me_Handbook_BestFriends.docx,Medium,25
115,Support: Friends & Best Friends,Support: Friends & Best Friends — Lesson 7,"Learn/apply: Emotional support, inclusion, practical help, joy, boundaries.","Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",notion_sync_stub.py,Support_Me_Handbook_Friends.docx; Support_Me_Handbook_BestFriends.docx,Hard,5
116,Support: Friends & Best Friends,Support: Friends & Best Friends — Lesson 8,"Learn/apply: Emotional support, inclusion, practical help, joy, boundaries.","Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",google_sheets_export.py,Support_Me_Handbook_Friends.docx; Support_Me_Handbook_BestFriends.docx,Easy,10
117,Support: Friends & Best Friends,Support: Friends & Best Friends — Lesson 9,"Learn/apply: Emotional support, inclusion, practical help, joy, boundaries.","Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",progress_chart.py,Support_Me_Handbook_Friends.docx; Support_Me_Handbook_BestFriends.docx,Medium,15
118,Support: Friends & Best Friends,Support: Friends & Best Friends — Lesson 10,"Learn/apply: Emotional support, inclusion, practical help, joy, boundaries.","Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",telegram_bot.py,Support_Me_Handbook_Friends.docx; Support_Me_Handbook_BestFriends.docx,Medium,20
119,Support: Friends & Best Friends,Support: Friends & Best Friends — Lesson 11,"Learn/apply: Emotional support, inclusion, practical help, joy, boundaries.","Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",daily_digest.py,Support_Me_Handbook_Friends.docx; Support_Me_Handbook_BestFriends.docx,Hard,25
120,Support: Friends & Best Friends,Support: Friends & Best Friends — Lesson 12,"Learn/apply: Emotional support, inclusion, practical help, joy, boundaries.","Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",quiz_cli.py,Support_Me_Handbook_Friends.docx; Support_Me_Handbook_BestFriends.docx,Easy,5
121,Support: Home Health Aid,Support: Home Health Aid — Lesson 1,"Learn/apply: Daily care, medical/safety support, emotional respect, professionalism.","Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",spaced_repetition.py,Support_Me_Handbook_HomeHealthAid.docx,Medium,10
122,Support: Home Health Aid,Support: Home Health Aid — Lesson 2,"Learn/apply: Daily care, medical/safety support, emotional respect, professionalism.","Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",habit_tracker.py,Support_Me_Handbook_HomeHealthAid.docx,Medium,15
123,Support: Home Health Aid,Support: Home Health Aid — Lesson 3,"Learn/apply: Daily care, medical/safety support, emotional respect, professionalism.","Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",symptom_tracker_flask.py,Support_Me_Handbook_HomeHealthAid.docx,Hard,20
124,Support: Home Health Aid,Support: Home Health Aid — Lesson 4,"Learn/apply: Daily care, medical/safety support, emotional respect, professionalism.","Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",sms_reminder.py,Support_Me_Handbook_HomeHealthAid.docx,Easy,25
125,Support: Home Health Aid,Support: Home Health Aid — Lesson 5,"Learn/apply: Daily care, medical/safety support, emotional respect, professionalism.","Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",notion_sync_stub.py,Support_Me_Handbook_HomeHealthAid.docx,Medium,5
126,Support: Home Health Aid,Support: Home Health Aid — Lesson 6,"Learn/apply: Daily care, medical/safety support, emotional respect, professionalism.","Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",google_sheets_export.py,Support_Me_Handbook_HomeHealthAid.docx,Medium,10
127,Support: Home Health Aid,Support: Home Health Aid — Lesson 7,"Learn/apply: Daily care, medical/safety support, emotional respect, professionalism.","Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",progress_chart.py,Support_Me_Handbook_HomeHealthAid.docx,Hard,15
128,Support: Home Health Aid,Support: Home Health Aid — Lesson 8,"Learn/apply: Daily care, medical/safety support, emotional respect, professionalism.","Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",telegram_bot.py,Support_Me_Handbook_HomeHealthAid.docx,Easy,20
129,Support: Home Health Aid,Support: Home Health Aid — Lesson 9,"Learn/apply: Daily care, medical/safety support, emotional respect, professionalism.","Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",daily_digest.py,Support_Me_Handbook_HomeHealthAid.docx,Medium,25
130,Support: Home Health Aid,Support: Home Health Aid — Lesson 10,"Learn/apply: Daily care, medical/safety support, emotional respect, professionalism.","Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",quiz_cli.py,Support_Me_Handbook_HomeHealthAid.docx,Medium,5
131,Support: Home Health Aid,Support: Home Health Aid — Lesson 11,"Learn/apply: Daily care, medical/safety support, emotional respect, professionalism.","Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",spaced_repetition.py,Support_Me_Handbook_HomeHealthAid.docx,Hard,10
132,Support: Home Health Aid,Support: Home Health Aid — Lesson 12,"Learn/apply: Daily care, medical/safety support, emotional respect, professionalism.","Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",habit_tracker.py,Support_Me_Handbook_HomeHealthAid.docx,Easy,15
133,Support: Social Workers,Support: Social Workers — Lesson 1,"Learn/apply: Advocacy, accessibility, trauma-informed practice, practical support.","Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",symptom_tracker_flask.py,Support_Me_Handbook_SocialWorkers.docx,Medium,20
134,Support: Social Workers,Support: Social Workers — Lesson 2,"Learn/apply: Advocacy, accessibility, trauma-informed practice, practical support.","Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",sms_reminder.py,Support_Me_Handbook_SocialWorkers.docx,Medium,25
135,Support: Social Workers,Support: Social Workers — Lesson 3,"Learn/apply: Advocacy, accessibility, trauma-informed practice, practical support.","Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",notion_sync_stub.py,Support_Me_Handbook_SocialWorkers.docx,Hard,5
136,Support: Social Workers,Support: Social Workers — Lesson 4,"Learn/apply: Advocacy, accessibility, trauma-informed practice, practical support.","Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",google_sheets_export.py,Support_Me_Handbook_SocialWorkers.docx,Easy,10
137,Support: Social Workers,Support: Social Workers — Lesson 5,"Learn/apply: Advocacy, accessibility, trauma-informed practice, practical support.","Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",progress_chart.py,Support_Me_Handbook_SocialWorkers.docx,Medium,15
138,Support: Social Workers,Support: Social Workers — Lesson 6,"Learn/apply: Advocacy, accessibility, trauma-informed practice, practical support.","Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",telegram_bot.py,Support_Me_Handbook_SocialWorkers.docx,Medium,20
139,Support: Social Workers,Support: Social Workers — Lesson 7,"Learn/apply: Advocacy, accessibility, trauma-informed practice, practical support.","Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",daily_digest.py,Support_Me_Handbook_SocialWorkers.docx,Hard,25
140,Support: Social Workers,Support: Social Workers — Lesson 8,"Learn/apply: Advocacy, accessibility, trauma-informed practice, practical support.","Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",quiz_cli.py,Support_Me_Handbook_SocialWorkers.docx,Easy,5
141,Support: Social Workers,Support: Social Workers — Lesson 9,"Learn/apply: Advocacy, accessibility, trauma-informed practice, practical support.","Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",spaced_repetition.py,Support_Me_Handbook_SocialWorkers.docx,Medium,10
142,Support: Social Workers,Support: Social Workers — Lesson 10,"Learn/apply: Advocacy, accessibility, trauma-informed practice, practical support.","Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",habit_tracker.py,Support_Me_Handbook_SocialWorkers.docx,Medium,15
143,Support: Social Workers,Support: Social Workers — Lesson 11,"Learn/apply: Advocacy, accessibility, trauma-informed practice, practical support.","Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",symptom_tracker_flask.py,Support_Me_Handbook_SocialWorkers.docx,Hard,20
144,Support: Social Workers,Support: Social Workers — Lesson 12,"Learn/apply: Advocacy, accessibility, trauma-informed practice, practical support.","Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",sms_reminder.py,Support_Me_Handbook_SocialWorkers.docx,Easy,25
145,Support: Mom’s Friends,Support: Mom’s Friends — Lesson 1,Learn/apply: Support mom directly while respecting boundaries with me.,"Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",notion_sync_stub.py,Support_Me_Handbook_MomsFriends.docx,Medium,5
146,Support: Mom’s Friends,Support: Mom’s Friends — Lesson 2,Learn/apply: Support mom directly while respecting boundaries with me.,"Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",google_sheets_export.py,Support_Me_Handbook_MomsFriends.docx,Medium,10
147,Support: Mom’s Friends,Support: Mom’s Friends — Lesson 3,Learn/apply: Support mom directly while respecting boundaries with me.,"Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",progress_chart.py,Support_Me_Handbook_MomsFriends.docx,Hard,15
148,Support: Mom’s Friends,Support: Mom’s Friends — Lesson 4,Learn/apply: Support mom directly while respecting boundaries with me.,"Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",telegram_bot.py,Support_Me_Handbook_MomsFriends.docx,Easy,20
149,Support: Mom’s Friends,Support: Mom’s Friends — Lesson 5,Learn/apply: Support mom directly while respecting boundaries with me.,"Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",daily_digest.py,Support_Me_Handbook_MomsFriends.docx,Medium,25
150,Support: Mom’s Friends,Support: Mom’s Friends — Lesson 6,Learn/apply: Support mom directly while respecting boundaries with me.,"Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",quiz_cli.py,Support_Me_Handbook_MomsFriends.docx,Medium,5
151,Support: Mom’s Friends,Support: Mom’s Friends — Lesson 7,Learn/apply: Support mom directly while respecting boundaries with me.,"Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",spaced_repetition.py,Support_Me_Handbook_MomsFriends.docx,Hard,10
152,Support: Mom’s Friends,Support: Mom’s Friends — Lesson 8,Learn/apply: Support mom directly while respecting boundaries with me.,"Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",habit_tracker.py,Support_Me_Handbook_MomsFriends.docx,Easy,15
153,Support: Mom’s Friends,Support: Mom’s Friends — Lesson 9,Learn/apply: Support mom directly while respecting boundaries with me.,"Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",symptom_tracker_flask.py,Support_Me_Handbook_MomsFriends.docx,Medium,20
154,Support: Mom’s Friends,Support: Mom’s Friends — Lesson 10,Learn/apply: Support mom directly while respecting boundaries with me.,"Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",sms_reminder.py,Support_Me_Handbook_MomsFriends.docx,Medium,25
155,Support: Mom’s Friends,Support: Mom’s Friends — Lesson 11,Learn/apply: Support mom directly while respecting boundaries with me.,"Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",notion_sync_stub.py,Support_Me_Handbook_MomsFriends.docx,Hard,5
156,Support: Mom’s Friends,Support: Mom’s Friends — Lesson 12,Learn/apply: Support mom directly while respecting boundaries with me.,"Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",google_sheets_export.py,Support_Me_Handbook_MomsFriends.docx,Easy,10
157,Support: Community/Activism,Support: Community/Activism — Lesson 1,"Learn/apply: Access & inclusion, pacing, solidarity, mutual aid, joy.","Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",progress_chart.py,Support_Me_Handbook_Community.docx,Medium,15
158,Support: Community/Activism,Support: Community/Activism — Lesson 2,"Learn/apply: Access & inclusion, pacing, solidarity, mutual aid, joy.","Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",telegram_bot.py,Support_Me_Handbook_Community.docx,Medium,20
159,Support: Community/Activism,Support: Community/Activism — Lesson 3,"Learn/apply: Access & inclusion, pacing, solidarity, mutual aid, joy.","Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",daily_digest.py,Support_Me_Handbook_Community.docx,Hard,25
160,Support: Community/Activism,Support: Community/Activism — Lesson 4,"Learn/apply: Access & inclusion, pacing, solidarity, mutual aid, joy.","Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",quiz_cli.py,Support_Me_Handbook_Community.docx,Easy,5
161,Support: Community/Activism,Support: Community/Activism — Lesson 5,"Learn/apply: Access & inclusion, pacing, solidarity, mutual aid, joy.","Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",spaced_repetition.py,Support_Me_Handbook_Community.docx,Medium,10
162,Support: Community/Activism,Support: Community/Activism — Lesson 6,"Learn/apply: Access & inclusion, pacing, solidarity, mutual aid, joy.","Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",habit_tracker.py,Support_Me_Handbook_Community.docx,Medium,15
163,Support: Community/Activism,Support: Community/Activism — Lesson 7,"Learn/apply: Access & inclusion, pacing, solidarity, mutual aid, joy.","Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",symptom_tracker_flask.py,Support_Me_Handbook_Community.docx,Hard,20
164,Support: Community/Activism,Support: Community/Activism — Lesson 8,"Learn/apply: Access & inclusion, pacing, solidarity, mutual aid, joy.","Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",sms_reminder.py,Support_Me_Handbook_Community.docx,Easy,25
165,Support: Community/Activism,Support: Community/Activism — Lesson 9,"Learn/apply: Access & inclusion, pacing, solidarity, mutual aid, joy.","Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",notion_sync_stub.py,Support_Me_Handbook_Community.docx,Medium,5
166,Support: Community/Activism,Support: Community/Activism — Lesson 10,"Learn/apply: Access & inclusion, pacing, solidarity, mutual aid, joy.","Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",google_sheets_export.py,Support_Me_Handbook_Community.docx,Medium,10
167,Support: Community/Activism,Support: Community/Activism — Lesson 11,"Learn/apply: Access & inclusion, pacing, solidarity, mutual aid, joy.","Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",progress_chart.py,Support_Me_Handbook_Community.docx,Hard,15
168,Support: Community/Activism,Support: Community/Activism — Lesson 12,"Learn/apply: Access & inclusion, pacing, solidarity, mutual aid, joy.","Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",telegram_bot.py,Support_Me_Handbook_Community.docx,Easy,20
169,Quick-Glance Master Guide,Quick-Glance Master Guide — Lesson 1,Learn/apply: Top-10 must‑know supports for each key person.,"Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",daily_digest.py,QuickGlance_MasterGuide.docx,Medium,25
170,Quick-Glance Master Guide,Quick-Glance Master Guide — Lesson 2,Learn/apply: Top-10 must‑know supports for each key person.,"Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",quiz_cli.py,QuickGlance_MasterGuide.docx,Medium,5
171,Quick-Glance Master Guide,Quick-Glance Master Guide — Lesson 3,Learn/apply: Top-10 must‑know supports for each key person.,"Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",spaced_repetition.py,QuickGlance_MasterGuide.docx,Hard,10
172,Quick-Glance Master Guide,Quick-Glance Master Guide — Lesson 4,Learn/apply: Top-10 must‑know supports for each key person.,"Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",habit_tracker.py,QuickGlance_MasterGuide.docx,Easy,15
173,Quick-Glance Master Guide,Quick-Glance Master Guide — Lesson 5,Learn/apply: Top-10 must‑know supports for each key person.,"Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",symptom_tracker_flask.py,QuickGlance_MasterGuide.docx,Medium,20
174,Quick-Glance Master Guide,Quick-Glance Master Guide — Lesson 6,Learn/apply: Top-10 must‑know supports for each key person.,"Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",sms_reminder.py,QuickGlance_MasterGuide.docx,Medium,25
175,Quick-Glance Master Guide,Quick-Glance Master Guide — Lesson 7,Learn/apply: Top-10 must‑know supports for each key person.,"Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",notion_sync_stub.py,QuickGlance_MasterGuide.docx,Hard,5
176,Quick-Glance Master Guide,Quick-Glance Master Guide — Lesson 8,Learn/apply: Top-10 must‑know supports for each key person.,"Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",google_sheets_export.py,QuickGlance_MasterGuide.docx,Easy,10
177,Quick-Glance Master Guide,Quick-Glance Master Guide — Lesson 9,Learn/apply: Top-10 must‑know supports for each key person.,"Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",progress_chart.py,QuickGlance_MasterGuide.docx,Medium,15
178,Quick-Glance Master Guide,Quick-Glance Master Guide — Lesson 10,Learn/apply: Top-10 must‑know supports for each key person.,"Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",telegram_bot.py,QuickGlance_MasterGuide.docx,Medium,20
179,Quick-Glance Master Guide,Quick-Glance Master Guide — Lesson 11,Learn/apply: Top-10 must‑know supports for each key person.,"Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",daily_digest.py,QuickGlance_MasterGuide.docx,Hard,25
180,Emergency: Cards & Wallpaper,Emergency: Cards & Wallpaper — Lesson 1,"Learn/apply: If-freeze steps, calm tones, contacts, meds, quick actions.","Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",quiz_cli.py,Emergency_Wallet_Card.pdf; Emergency_Wallpaper.pdf; Emergency_Support_Card.docx,Easy,5
181,Emergency: Cards & Wallpaper,Emergency: Cards & Wallpaper — Lesson 2,"Learn/apply: If-freeze steps, calm tones, contacts, meds, quick actions.","Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",spaced_repetition.py,Emergency_Wallet_Card.pdf; Emergency_Wallpaper.pdf; Emergency_Support_Card.docx,Medium,10
182,Emergency: Cards & Wallpaper,Emergency: Cards & Wallpaper — Lesson 3,"Learn/apply: If-freeze steps, calm tones, contacts, meds, quick actions.","Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",habit_tracker.py,Emergency_Wallet_Card.pdf; Emergency_Wallpaper.pdf; Emergency_Support_Card.docx,Medium,15
183,Emergency: Cards & Wallpaper,Emergency: Cards & Wallpaper — Lesson 4,"Learn/apply: If-freeze steps, calm tones, contacts, meds, quick actions.","Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",symptom_tracker_flask.py,Emergency_Wallet_Card.pdf; Emergency_Wallpaper.pdf; Emergency_Support_Card.docx,Hard,20
184,Emergency: Cards & Wallpaper,Emergency: Cards & Wallpaper — Lesson 5,"Learn/apply: If-freeze steps, calm tones, contacts, meds, quick actions.","Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",sms_reminder.py,Emergency_Wallet_Card.pdf; Emergency_Wallpaper.pdf; Emergency_Support_Card.docx,Easy,25
185,Emergency: Cards & Wallpaper,Emergency: Cards & Wallpaper — Lesson 6,"Learn/apply: If-freeze steps, calm tones, contacts, meds, quick actions.","Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",notion_sync_stub.py,Emergency_Wallet_Card.pdf; Emergency_Wallpaper.pdf; Emergency_Support_Card.docx,Medium,5
186,Emergency: Cards & Wallpaper,Emergency: Cards & Wallpaper — Lesson 7,"Learn/apply: If-freeze steps, calm tones, contacts, meds, quick actions.","Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",google_sheets_export.py,Emergency_Wallet_Card.pdf; Emergency_Wallpaper.pdf; Emergency_Support_Card.docx,Medium,10
187,Emergency: Cards & Wallpaper,Emergency: Cards & Wallpaper — Lesson 8,"Learn/apply: If-freeze steps, calm tones, contacts, meds, quick actions.","Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",progress_chart.py,Emergency_Wallet_Card.pdf; Emergency_Wallpaper.pdf; Emergency_Support_Card.docx,Hard,15
188,Emergency: Cards & Wallpaper,Emergency: Cards & Wallpaper — Lesson 9,"Learn/apply: If-freeze steps, calm tones, contacts, meds, quick actions.","Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",telegram_bot.py,Emergency_Wallet_Card.pdf; Emergency_Wallpaper.pdf; Emergency_Support_Card.docx,Easy,20
189,Emergency: Cards & Wallpaper,Emergency: Cards & Wallpaper — Lesson 10,"Learn/apply: If-freeze steps, calm tones, contacts, meds, quick actions.","Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",daily_digest.py,Emergency_Wallet_Card.pdf; Emergency_Wallpaper.pdf; Emergency_Support_Card.docx,Medium,25
190,Emergency: Cards & Wallpaper,Emergency: Cards & Wallpaper — Lesson 11,"Learn/apply: If-freeze steps, calm tones, contacts, meds, quick actions.","Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",quiz_cli.py,Emergency_Wallet_Card.pdf; Emergency_Wallpaper.pdf; Emergency_Support_Card.docx,Medium,5
191,Care Guide: How to Take Care of Kol,Care Guide: How to Take Care of Kol — Lesson 1,"Learn/apply: Daily tasks, meds, PT plan, POTS protocol, vitals.","Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",spaced_repetition.py,How to take care of Kol (1).docx,Hard,10
192,Care Guide: How to Take Care of Kol,Care Guide: How to Take Care of Kol — Lesson 2,"Learn/apply: Daily tasks, meds, PT plan, POTS protocol, vitals.","Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",habit_tracker.py,How to take care of Kol (1).docx,Easy,15
193,Care Guide: How to Take Care of Kol,Care Guide: How to Take Care of Kol — Lesson 3,"Learn/apply: Daily tasks, meds, PT plan, POTS protocol, vitals.","Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",symptom_tracker_flask.py,How to take care of Kol (1).docx,Medium,20
194,Care Guide: How to Take Care of Kol,Care Guide: How to Take Care of Kol — Lesson 4,"Learn/apply: Daily tasks, meds, PT plan, POTS protocol, vitals.","Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",sms_reminder.py,How to take care of Kol (1).docx,Medium,25
195,Care Guide: How to Take Care of Kol,Care Guide: How to Take Care of Kol — Lesson 5,"Learn/apply: Daily tasks, meds, PT plan, POTS protocol, vitals.","Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",notion_sync_stub.py,How to take care of Kol (1).docx,Hard,5
196,Care Guide: How to Take Care of Kol,Care Guide: How to Take Care of Kol — Lesson 6,"Learn/apply: Daily tasks, meds, PT plan, POTS protocol, vitals.","Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",google_sheets_export.py,How to take care of Kol (1).docx,Easy,10
197,Care Guide: How to Take Care of Kol,Care Guide: How to Take Care of Kol — Lesson 7,"Learn/apply: Daily tasks, meds, PT plan, POTS protocol, vitals.","Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",progress_chart.py,How to take care of Kol (1).docx,Medium,15
198,Care Guide: How to Take Care of Kol,Care Guide: How to Take Care of Kol — Lesson 8,"Learn/apply: Daily tasks, meds, PT plan, POTS protocol, vitals.","Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",telegram_bot.py,How to take care of Kol (1).docx,Medium,20
199,Care Guide: How to Take Care of Kol,Care Guide: How to Take Care of Kol — Lesson 9,"Learn/apply: Daily tasks, meds, PT plan, POTS protocol, vitals.","Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",daily_digest.py,How to take care of Kol (1).docx,Hard,25
200,Care Guide: How to Take Care of Kol,Care Guide: How to Take Care of Kol — Lesson 10,"Learn/apply: Daily tasks, meds, PT plan, POTS protocol, vitals.","Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",quiz_cli.py,How to take care of Kol (1).docx,Easy,5
201,Care Guide: How to Take Care of Kol,Care Guide: How to Take Care of Kol — Lesson 11,"Learn/apply: Daily tasks, meds, PT plan, POTS protocol, vitals.","Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",spaced_repetition.py,How to take care of Kol (1).docx,Medium,10
202,Care Guide: How to Support Kol,Care Guide: How to Support Kol — Lesson 1,"Learn/apply: C‑PTSD intersections, do/don’t lists, team notes.","Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",habit_tracker.py,How to support kol.docx,Medium,15
203,Care Guide: How to Support Kol,Care Guide: How to Support Kol — Lesson 2,"Learn/apply: C‑PTSD intersections, do/don’t lists, team notes.","Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",symptom_tracker_flask.py,How to support kol.docx,Hard,20
204,Care Guide: How to Support Kol,Care Guide: How to Support Kol — Lesson 3,"Learn/apply: C‑PTSD intersections, do/don’t lists, team notes.","Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",sms_reminder.py,How to support kol.docx,Easy,25
205,Care Guide: How to Support Kol,Care Guide: How to Support Kol — Lesson 4,"Learn/apply: C‑PTSD intersections, do/don’t lists, team notes.","Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",notion_sync_stub.py,How to support kol.docx,Medium,5
206,Care Guide: How to Support Kol,Care Guide: How to Support Kol — Lesson 5,"Learn/apply: C‑PTSD intersections, do/don’t lists, team notes.","Micro-lesson + practice: role-play/script, 2-minute log, or checklist.",google_sheets_export.py,How to support kol.docx,Medium,10
